pull_request_id,reviewer_id,created_at,updated_at
pr-team_12-open-1-okzixz,u12_8,2025-11-16 15:33:54,2025-11-16 17:35:54
pr-team_12-open-1-okzixz,u12_9,2025-11-16 15:33:54,2025-11-16 17:35:54
pr-team_12-open-2-yaz39p,u12_8,2025-11-10 17:30:54,2025-11-10 17:48:54
pr-team_12-open-2-yaz39p,u12_5,2025-11-10 17:30:54,2025-11-10 17:48:54
pr-team_12-open-3-l5e11e,u12_5,2025-10-16 20:50:54,2025-10-16 21:07:54
pr-team_12-open-3-l5e11e,u12_8,2025-10-16 20:50:54,2025-10-16 21:07:54
pr-team_12-open-4-mh07wp,u12_6,2025-11-06 18:55:54,2025-11-06 19:20:54
pr-team_12-open-4-mh07wp,u12_9,2025-11-06 18:55:54,2025-11-06 19:20:54
pr-team_12-open-5-8lfjdt,u12_8,2025-10-20 11:32:54,2025-10-20 14:07:54
pr-team_12-open-5-8lfjdt,u12_2,2025-10-20 11:32:54,2025-10-20 14:07:54
pr-team_12-open-6-ss0kb6,u12_8,2025-11-05 20:31:54,2025-11-05 22:09:54
pr-team_12-open-6-ss0kb6,u12_9,2025-11-05 20:31:54,2025-11-05 22:09:54
pr-team_12-open-7-5amln4,u12_8,2025-10-28 13:42:54,2025-10-28 16:01:54
pr-team_12-open-7-5amln4,u12_5,2025-10-28 13:42:54,2025-10-28 16:01:54
pr-team_12-open-8-cjbc2s,u12_2,2025-10-19 04:18:54,2025-10-19 06:26:54
pr-team_12-open-8-cjbc2s,u12_5,2025-10-19 04:18:54,2025-10-19 06:26:54
pr-team_12-merged-1-dc79fl,u12_9,2025-10-28 11:29:54,2025-10-28 12:58:54
pr-team_12-merged-1-dc79fl,u12_6,2025-10-28 11:29:54,2025-10-28 12:58:54
pr-team_12-merged-2-7ewbxx,u12_9,2025-11-11 12:20:54,2025-11-11 12:37:54
pr-team_12-merged-2-7ewbxx,u12_6,2025-11-11 12:20:54,2025-11-11 12:37:54
pr-team_12-merged-3-s3jn05,u12_2,2025-10-24 09:32:54,2025-10-24 11:15:54
pr-team_12-merged-3-s3jn05,u12_1,2025-10-24 09:32:54,2025-10-24 11:15:54
pr-team_12-merged-4-zucqmr,u12_2,2025-10-27 11:10:54,2025-10-27 11:42:54
pr-team_12-merged-4-zucqmr,u12_6,2025-10-27 11:10:54,2025-10-27 11:42:54
pr-team_13-open-1-4abn7g,u13_4,2025-11-15 03:34:54,2025-11-15 06:36:54
pr-team_13-open-1-4abn7g,u13_2,2025-11-15 03:34:54,2025-11-15 06:36:54
pr-team_13-open-2-6l3uey,u13_3,2025-11-14 07:04:54,2025-11-14 08:01:54
pr-team_13-open-2-6l3uey,u13_2,2025-11-14 07:04:54,2025-11-14 08:01:54
pr-team_13-open-3-1ldqnk,u13_1,2025-11-02 23:02:54,2025-11-03 01:41:54
pr-team_13-open-3-1ldqnk,u13_10,2025-11-02 23:02:54,2025-11-03 01:41:54
pr-team_13-open-4-0t2f7a,u13_5,2025-10-23 01:48:54,2025-10-23 04:30:54
pr-team_13-open-4-0t2f7a,u13_2,2025-10-23 01:48:54,2025-10-23 04:30:54
pr-team_13-open-5-dtirc9,u13_10,2025-10-15 07:43:54,2025-10-15 08:06:54
pr-team_13-open-5-dtirc9,u13_6,2025-10-15 07:43:54,2025-10-15 08:06:54
pr-team_13-open-6-9dde3c,u13_1,2025-10-21 19:53:54,2025-10-21 21:44:54
pr-team_13-open-6-9dde3c,u13_4,2025-10-21 19:53:54,2025-10-21 21:44:54
pr-team_13-open-7-z0ljch,u13_10,2025-10-21 01:38:54,2025-10-21 02:17:54
pr-team_13-open-7-z0ljch,u13_3,2025-10-21 01:38:54,2025-10-21 02:17:54
pr-team_13-open-8-t8hlje,u13_4,2025-11-09 14:36:54,2025-11-09 15:53:54
pr-team_13-open-8-t8hlje,u13_3,2025-11-09 14:36:54,2025-11-09 15:53:54
pr-team_13-merged-1-dimsyj,u13_4,2025-11-09 13:39:54,2025-11-09 14:36:54
pr-team_13-merged-1-dimsyj,u13_5,2025-11-09 13:39:54,2025-11-09 14:36:54
pr-team_13-merged-2-2fa39e,u13_3,2025-10-19 05:17:54,2025-10-19 06:37:54
pr-team_13-merged-2-2fa39e,u13_5,2025-10-19 05:17:54,2025-10-19 06:37:54
pr-team_13-merged-3-hx3d43,u13_4,2025-11-11 02:56:54,2025-11-11 03:17:54
pr-team_13-merged-3-hx3d43,u13_1,2025-11-11 02:56:54,2025-11-11 03:17:54
pr-team_13-merged-4-yghgk5,u13_2,2025-11-13 14:12:54,2025-11-13 14:49:54
pr-team_13-merged-4-yghgk5,u13_3,2025-11-13 14:12:54,2025-11-13 14:49:54
pr-team_14-open-1-npx2i9,u14_1,2025-10-22 22:05:54,2025-10-22 23:42:54
pr-team_14-open-1-npx2i9,u14_2,2025-10-22 22:05:54,2025-10-22 23:42:54
pr-team_14-open-2-javb3k,u14_3,2025-10-26 06:53:54,2025-10-26 08:24:54
pr-team_14-open-2-javb3k,u14_6,2025-10-26 06:53:54,2025-10-26 08:24:54
pr-team_14-open-3-u9n79g,u14_5,2025-11-05 23:59:54,2025-11-06 01:20:54
pr-team_14-open-3-u9n79g,u14_10,2025-11-05 23:59:54,2025-11-06 01:20:54
pr-team_14-open-4-tgbcva,u14_5,2025-10-25 21:45:54,2025-10-25 23:09:54
pr-team_14-open-4-tgbcva,u14_1,2025-10-25 21:45:54,2025-10-25 23:09:54
pr-team_14-open-5-fzfdsn,u14_5,2025-11-13 10:12:54,2025-11-13 13:12:54
pr-team_14-open-5-fzfdsn,u14_7,2025-11-13 10:12:54,2025-11-13 13:12:54
pr-team_14-open-6-0pxrlz,u14_1,2025-10-22 04:58:54,2025-10-22 07:35:54
pr-team_14-open-6-0pxrlz,u14_4,2025-10-22 04:58:54,2025-10-22 07:35:54
pr-team_14-open-7-e088o9,u14_3,2025-10-21 20:08:54,2025-10-21 20:54:54
pr-team_14-open-7-e088o9,u14_4,2025-10-21 20:08:54,2025-10-21 20:54:54
pr-team_14-open-8-0i9g5d,u14_8,2025-10-15 12:19:54,2025-10-15 15:02:54
pr-team_14-open-8-0i9g5d,u14_5,2025-10-15 12:19:54,2025-10-15 15:02:54
pr-team_14-merged-1-jdan08,u14_2,2025-10-16 12:42:54,2025-10-16 13:30:54
pr-team_14-merged-1-jdan08,u14_8,2025-10-16 12:42:54,2025-10-16 13:30:54
pr-team_14-merged-2-q2bajd,u14_10,2025-11-04 10:10:54,2025-11-04 11:43:54
pr-team_14-merged-2-q2bajd,u14_7,2025-11-04 10:10:54,2025-11-04 11:43:54
pr-team_14-merged-3-7f6fdh,u14_4,2025-11-07 05:22:54,2025-11-07 07:20:54
pr-team_14-merged-3-7f6fdh,u14_10,2025-11-07 05:22:54,2025-11-07 07:20:54
pr-team_14-merged-4-u4fmpk,u14_5,2025-10-23 06:15:54,2025-10-23 06:27:54
pr-team_14-merged-4-u4fmpk,u14_4,2025-10-23 06:15:54,2025-10-23 06:27:54
pr-team_15-open-1-2q6jxn,u15_7,2025-10-30 20:12:54,2025-10-30 21:46:54
pr-team_15-open-1-2q6jxn,u15_8,2025-10-30 20:12:54,2025-10-30 21:46:54
pr-team_15-open-2-ufzdy3,u15_9,2025-10-28 22:52:54,2025-10-29 01:22:54
pr-team_15-open-2-ufzdy3,u15_2,2025-10-28 22:52:54,2025-10-29 01:22:54
pr-team_15-open-3-5rc6zs,u15_6,2025-10-24 05:46:54,2025-10-24 08:39:54
pr-team_15-open-3-5rc6zs,u15_9,2025-10-24 05:46:54,2025-10-24 08:39:54
pr-team_15-open-4-bcyh3f,u15_1,2025-10-20 14:59:54,2025-10-20 16:20:54
pr-team_15-open-4-bcyh3f,u15_7,2025-10-20 14:59:54,2025-10-20 16:20:54
pr-team_15-open-5-2wspof,u15_7,2025-10-21 00:09:54,2025-10-21 03:23:54
pr-team_15-open-5-2wspof,u15_5,2025-10-21 00:09:54,2025-10-21 03:23:54
pr-team_15-open-6-xurgow,u15_4,2025-10-16 19:10:54,2025-10-16 20:52:54
pr-team_15-open-6-xurgow,u15_5,2025-10-16 19:10:54,2025-10-16 20:52:54
pr-team_15-open-7-6a3kkr,u15_1,2025-10-16 02:20:54,2025-10-16 02:45:54
pr-team_15-open-7-6a3kkr,u15_6,2025-10-16 02:20:54,2025-10-16 02:45:54
pr-team_15-open-8-xgh301,u15_8,2025-10-30 15:40:54,2025-10-30 17:51:54
pr-team_15-open-8-xgh301,u15_7,2025-10-30 15:40:54,2025-10-30 17:51:54
pr-team_15-merged-1-g34iq7,u15_6,2025-10-23 22:37:54,2025-10-24 00:22:54
pr-team_15-merged-1-g34iq7,u15_4,2025-10-23 22:37:54,2025-10-24 00:22:54
pr-team_15-merged-2-q8rtm4,u15_4,2025-11-07 05:26:54,2025-11-07 05:29:54
pr-team_15-merged-2-q8rtm4,u15_8,2025-11-07 05:26:54,2025-11-07 05:29:54
pr-team_15-merged-3-joa21a,u15_10,2025-10-17 14:06:54,2025-10-17 15:48:54
pr-team_15-merged-3-joa21a,u15_9,2025-10-17 14:06:54,2025-10-17 15:48:54
pr-team_15-merged-4-qhkswv,u15_9,2025-11-14 01:01:54,2025-11-14 02:23:54
pr-team_15-merged-4-qhkswv,u15_3,2025-11-14 01:01:54,2025-11-14 02:23:54
pr-team_16-open-1-5jz6kf,u16_5,2025-11-05 17:36:54,2025-11-05 20:09:54
pr-team_16-open-1-5jz6kf,u16_3,2025-11-05 17:36:54,2025-11-05 20:09:54
pr-team_16-open-2-o0u93m,u16_2,2025-10-15 05:35:54,2025-10-15 08:30:54
pr-team_16-open-2-o0u93m,u16_4,2025-10-15 05:35:54,2025-10-15 08:30:54
pr-team_16-open-3-dej31g,u16_1,2025-10-16 18:50:54,2025-10-16 21:37:54
pr-team_16-open-3-dej31g,u16_6,2025-10-16 18:50:54,2025-10-16 21:37:54
pr-team_16-open-4-vqebwu,u16_6,2025-10-19 10:13:54,2025-10-19 12:13:54
pr-team_16-open-4-vqebwu,u16_1,2025-10-19 10:13:54,2025-10-19 12:13:54
pr-team_16-open-5-ehou6q,u16_6,2025-11-02 09:19:54,2025-11-02 10:05:54
pr-team_16-open-5-ehou6q,u16_1,2025-11-02 09:19:54,2025-11-02 10:05:54
pr-team_16-open-6-qh1uf2,u16_3,2025-11-12 16:14:54,2025-11-12 18:51:54
pr-team_16-open-6-qh1uf2,u16_4,2025-11-12 16:14:54,2025-11-12 18:51:54
pr-team_16-open-7-hnal3g,u16_5,2025-10-16 20:40:54,2025-10-16 23:20:54
pr-team_16-open-7-hnal3g,u16_8,2025-10-16 20:40:54,2025-10-16 23:20:54
pr-team_16-open-8-vg3kk0,u16_5,2025-10-20 14:41:54,2025-10-20 16:07:54
pr-team_16-open-8-vg3kk0,u16_6,2025-10-20 14:41:54,2025-10-20 16:07:54
pr-team_16-merged-1-i0e0vg,u16_3,2025-11-04 13:38:54,2025-11-04 15:30:54
pr-team_16-merged-1-i0e0vg,u16_4,2025-11-04 13:38:54,2025-11-04 15:30:54
pr-team_16-merged-2-pejzhy,u16_6,2025-11-14 02:14:54,2025-11-14 02:26:54
pr-team_16-merged-2-pejzhy,u16_3,2025-11-14 02:14:54,2025-11-14 02:26:54
pr-team_16-merged-3-edhhjs,u16_8,2025-11-08 00:27:54,2025-11-08 00:47:54
pr-team_16-merged-3-edhhjs,u16_6,2025-11-08 00:27:54,2025-11-08 00:47:54
pr-team_16-merged-4-y64yfd,u16_3,2025-10-31 02:45:54,2025-10-31 03:17:54
pr-team_16-merged-4-y64yfd,u16_7,2025-10-31 02:45:54,2025-10-31 03:17:54
pr-team_17-open-1-4mype4,u17_3,2025-11-14 13:45:54,2025-11-14 14:20:54
pr-team_17-open-1-4mype4,u17_2,2025-11-14 13:45:54,2025-11-14 14:20:54
pr-team_17-open-2-3go8jn,u17_5,2025-10-25 23:15:54,2025-10-26 02:01:54
pr-team_17-open-2-3go8jn,u17_7,2025-10-25 23:15:54,2025-10-26 02:01:54
pr-team_17-open-3-d6rupw,u17_5,2025-10-31 10:45:54,2025-10-31 10:52:54
pr-team_17-open-3-d6rupw,u17_2,2025-10-31 10:45:54,2025-10-31 10:52:54
pr-team_17-open-4-pcxa5s,u17_10,2025-10-13 22:03:54,2025-10-14 01:08:54
pr-team_17-open-4-pcxa5s,u17_5,2025-10-13 22:03:54,2025-10-14 01:08:54
pr-team_17-open-5-myn4u9,u17_10,2025-11-14 04:16:54,2025-11-14 07:00:54
pr-team_17-open-5-myn4u9,u17_9,2025-11-14 04:16:54,2025-11-14 07:00:54
pr-team_17-open-6-i8bixo,u17_9,2025-11-05 23:30:54,2025-11-06 01:27:54
pr-team_17-open-6-i8bixo,u17_4,2025-11-05 23:30:54,2025-11-06 01:27:54
pr-team_17-open-7-erxdou,u17_2,2025-11-16 16:02:54,2025-11-16 18:36:54
pr-team_17-open-7-erxdou,u17_5,2025-11-16 16:02:54,2025-11-16 18:36:54
pr-team_17-open-8-nbiquw,u17_3,2025-10-26 06:06:54,2025-10-26 08:54:54
pr-team_17-open-8-nbiquw,u17_10,2025-10-26 06:06:54,2025-10-26 08:54:54
pr-team_17-merged-1-m38ksz,u17_5,2025-11-12 19:07:54,2025-11-12 20:52:54
pr-team_17-merged-1-m38ksz,u17_7,2025-11-12 19:07:54,2025-11-12 20:52:54
pr-team_17-merged-2-h3gm1b,u17_4,2025-10-26 04:28:54,2025-10-26 06:22:54
pr-team_17-merged-2-h3gm1b,u17_2,2025-10-26 04:28:54,2025-10-26 06:22:54
pr-team_17-merged-3-0tpv72,u17_7,2025-10-17 13:23:54,2025-10-17 15:07:54
pr-team_17-merged-3-0tpv72,u17_10,2025-10-17 13:23:54,2025-10-17 15:07:54
pr-team_17-merged-4-961j88,u17_2,2025-11-01 18:42:54,2025-11-01 19:59:54
pr-team_17-merged-4-961j88,u17_3,2025-11-01 18:42:54,2025-11-01 19:59:54
pr-team_18-open-1-whwkmy,u18_7,2025-10-15 10:40:54,2025-10-15 11:25:54
pr-team_18-open-1-whwkmy,u18_2,2025-10-15 10:40:54,2025-10-15 11:25:54
pr-team_18-open-2-k43saf,u18_10,2025-10-17 03:59:54,2025-10-17 04:50:54
pr-team_18-open-2-k43saf,u18_4,2025-10-17 03:59:54,2025-10-17 04:50:54
pr-team_18-open-3-1b3d50,u18_5,2025-11-06 14:00:54,2025-11-06 16:45:54
pr-team_18-open-3-1b3d50,u18_7,2025-11-06 14:00:54,2025-11-06 16:45:54
pr-team_18-open-4-89ltaj,u18_10,2025-10-19 13:20:54,2025-10-19 15:13:54
pr-team_18-open-4-89ltaj,u18_1,2025-10-19 13:20:54,2025-10-19 15:13:54
pr-team_18-open-5-q9c80e,u18_4,2025-11-14 21:16:54,2025-11-14 22:27:54
pr-team_18-open-5-q9c80e,u18_7,2025-11-14 21:16:54,2025-11-14 22:27:54
pr-team_18-open-6-zfflb7,u18_4,2025-10-19 18:15:54,2025-10-19 19:32:54
pr-team_18-open-6-zfflb7,u18_2,2025-10-19 18:15:54,2025-10-19 19:32:54
pr-team_18-open-7-hgcsot,u18_1,2025-11-12 12:54:54,2025-11-12 13:50:54
pr-team_18-open-7-hgcsot,u18_10,2025-11-12 12:54:54,2025-11-12 13:50:54
pr-team_18-open-8-39ayq6,u18_8,2025-10-19 20:10:54,2025-10-19 21:12:54
pr-team_18-open-8-39ayq6,u18_2,2025-10-19 20:10:54,2025-10-19 21:12:54
pr-team_18-merged-1-63n2qb,u18_7,2025-10-17 19:31:54,2025-10-17 20:36:54
pr-team_18-merged-1-63n2qb,u18_5,2025-10-17 19:31:54,2025-10-17 20:36:54
pr-team_18-merged-2-y15pdt,u18_5,2025-10-22 10:12:54,2025-10-22 11:56:54
pr-team_18-merged-2-y15pdt,u18_3,2025-10-22 10:12:54,2025-10-22 11:56:54
pr-team_18-merged-3-db2uui,u18_3,2025-11-06 01:47:54,2025-11-06 03:07:54
pr-team_18-merged-3-db2uui,u18_6,2025-11-06 01:47:54,2025-11-06 03:07:54
pr-team_18-merged-4-azc0b4,u18_8,2025-11-04 10:27:54,2025-11-04 12:07:54
pr-team_18-merged-4-azc0b4,u18_1,2025-11-04 10:27:54,2025-11-04 12:07:54
pr-team_19-open-1-fh024k,u19_4,2025-10-18 19:54:54,2025-10-18 21:10:54
pr-team_19-open-1-fh024k,u19_3,2025-10-18 19:54:54,2025-10-18 21:10:54
pr-team_19-open-2-uotdh0,u19_5,2025-10-14 16:23:54,2025-10-14 17:17:54
pr-team_19-open-2-uotdh0,u19_4,2025-10-14 16:23:54,2025-10-14 17:17:54
pr-team_19-open-3-4gg244,u19_8,2025-10-22 18:19:54,2025-10-22 21:04:54
pr-team_19-open-3-4gg244,u19_4,2025-10-22 18:19:54,2025-10-22 21:04:54
pr-team_19-open-4-rlexdw,u19_1,2025-11-07 21:50:54,2025-11-07 23:54:54
pr-team_19-open-4-rlexdw,u19_4,2025-11-07 21:50:54,2025-11-07 23:54:54
pr-team_19-open-5-8gl2zx,u19_1,2025-11-04 03:10:54,2025-11-04 03:44:54
pr-team_19-open-5-8gl2zx,u19_5,2025-11-04 03:10:54,2025-11-04 03:44:54
pr-team_19-open-6-dxck36,u19_4,2025-11-07 18:24:54,2025-11-07 21:31:54
pr-team_19-open-6-dxck36,u19_8,2025-11-07 18:24:54,2025-11-07 21:31:54
pr-team_19-open-7-hbj6tx,u19_6,2025-11-09 23:03:54,2025-11-10 00:43:54
pr-team_19-open-7-hbj6tx,u19_3,2025-11-09 23:03:54,2025-11-10 00:43:54
pr-team_19-open-8-ai89y1,u19_8,2025-11-10 08:25:54,2025-11-10 09:05:54
pr-team_19-open-8-ai89y1,u19_1,2025-11-10 08:25:54,2025-11-10 09:05:54
pr-team_19-merged-1-1ijiys,u19_5,2025-10-20 03:50:54,2025-10-20 05:47:54
pr-team_19-merged-1-1ijiys,u19_2,2025-10-20 03:50:54,2025-10-20 05:47:54
pr-team_19-merged-2-uunnv6,u19_1,2025-11-12 15:38:54,2025-11-12 17:34:54
pr-team_19-merged-2-uunnv6,u19_7,2025-11-12 15:38:54,2025-11-12 17:34:54
pr-team_19-merged-3-a5pisk,u19_5,2025-11-11 14:36:54,2025-11-11 15:53:54
pr-team_19-merged-3-a5pisk,u19_9,2025-11-11 14:36:54,2025-11-11 15:53:54
pr-team_19-merged-4-hf4abu,u19_7,2025-11-08 17:55:54,2025-11-08 19:49:54
pr-team_19-merged-4-hf4abu,u19_4,2025-11-08 17:55:54,2025-11-08 19:49:54
